template_id,difficulty,source_row,combination,query,question,repgrase,unnamed_12,narrative_question
medium_r0236,medium,236,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_LOT"": [""U2A481M"", ""ya3nl"", ""3BK2J, 432BC""]}}, {""regexp"": {""VAX_LOT"": {""value"": "".*CJ.*""}}}]}}}","When records show U2A481M, ya3nl, 3BK2J, 432BC and values matching pattern '.*CJ.*', what do others report as their follow-up outcomes?","When records show U2A481M, ya3nl, 3BK2J, 432BC and values matching pattern '.*CJ.*', what do others report as their follow-up outcomes?","When considering records mentioning My friend has vaccine lot number in (U2A481M, ya3nl, 3BK2J, 432BC) and vaccine lot number pattern .*CJ.*. Can you find similar records and share their confirmation of recovery or not?, have patterns emerged that might signal a procedural or documentation anomaly?","I’m looking into vaccine lot numbers like U2A481M, ya3nl, 3BK2J, and 432BC, as well as those that match the pattern “CJ” somewhere in the lot number. Can you tell me how patients from these lots fared? Did they recover, or were there any complications? Also, have you noticed any unusual patterns or issues with these particular lot numbers?"
medium_r0237,medium,237,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""CUR_ILL"": [""Respiratory virus 3 weeks prior (negative tests for COVID and flu)"", ""cold symptoms weeks prior"", ""carpel tunnel on L and R hands, PTSD""]}}, {""regexp"": {""SYMPTOM_TEXT"": {""value"": "".*Pa.*""}}}]}}}","In reviewing cases where Respiratory virus 3 weeks prior (negative tests for COVID and flu), cold symptoms weeks prior, carpel tunnel on L and R hands, PTSD and values matching pattern '.*Pa.*', could you list the matching records and what happened next?","In reviewing cases where Respiratory virus 3 weeks prior (negative tests for COVID and flu), cold symptoms weeks prior, carpel tunnel on L and R hands, PTSD and values matching pattern '.*Pa.*', could you list the matching records and what happened next?","For data entries connected to My friend has current illness in (Respiratory virus 3 weeks prior (negative tests for COVID and flu), cold symptoms weeks prior, carpel tunnel on L and R hands, PTSD) and description of patient pattern .*Pa.*. Can you find similar records and share their confirmation of recovery or not?, could there be previously unnoticed demographic or clinical correlations?","I’m looking into patients who had a respiratory virus about three weeks ago (tested negative for COVID and flu), or had cold symptoms in the weeks before, or conditions like carpal tunnel in both hands, or PTSD. In their symptom descriptions, I noticed some mention words containing “Pa.” Can you find similar cases and let me know what happened to those patients? Did they recover? Also, have you seen any interesting patterns or connections in these cases that might help us understand the outcomes better?"
medium_r0238,medium,238,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_TYPE"": [""FLUX"", ""IPV"", ""TD""]}}, {""regexp"": {""STATE"": {""value"": "".*AL.*""}}}]}}}","After experiencing FLUX, IPV, TD and values matching pattern '.*AL.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing FLUX, IPV, TD and values matching pattern '.*AL.*', I wonder how many others had similar cases and what their outcomes were?","For data entries connected to I cared for a patient with current vaccine type in (FLUX, IPV, TD) and patient from pattern .*AL.*. How often does this occur and what follow-up was noted?, could there be previously unnoticed demographic or clinical correlations?","I’m checking on patients who got vaccines like FLUX, IPV, or TD and live in states with “AL” in their name. How many cases like this are there, and what happened to those patients afterward? Did they recover well? Also, have you noticed any interesting trends or connections in these reports that we might not have seen before?"
medium_r0239,medium,239,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""DISABLE"": [""Y""]}}, {""regexp"": {""ER_ED_VISIT"": {""value"": "".*Y.*""}}}]}}}","Having seen Y and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","Having seen Y and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","In analyzing cases linked to My friend has disability status in (Y) and ER/ED record pattern .*Y.*. Can you find similar records and share their confirmation of recovery or not?, is there any indication of systemic inconsistencies or categorization errors?","I’m looking into cases where patients developed a disability after vaccination and also had an emergency room or emergency department visit. How common are these cases, and what were the typical outcomes? Did most of them recover? Also, is there any sign that the way these cases are recorded might be inconsistent or problematic?"
medium_r0240,medium,240,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""V_ADMINBY"": [""PHM"", ""UNK"", ""PVT""]}}, {""regexp"": {""VAX_DOSE_SERIES"": {""value"": "".*6.*""}}}]}}}","I found records with PHM, UNK, PVT and values matching pattern '.*6.*'. Please retrieve all matching cases and share their results?","My neighbor reported they found records with PHM, UNK, PVT and values matching pattern '.*6.*'. Please retrieve all matching cases and share their results?","Looking at instances involving I experienced v adminby in (PHM, UNK, PVT) and vaccine dose series pattern .*6.*. Are there others like me and what were their outcomes?, what explanations might account for observed variations in clinical reporting?","I came across some reports where vaccines were given by a pharmacy, an unknown provider, or a private physician, and the vaccine dose series included the number 6. Can you tell me how many similar cases there are and what happened to those patients? Were their outcomes consistent, or did you notice any unusual differences in how these cases were reported?"
medium_r0241,medium,241,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""SPLTTYPE"": [""USPFIZER INCPV20230015567"", ""USGSKUS2023039123"", ""I work for the health dep""]}}, {""regexp"": {""SYMPTOM_TEXT"": {""value"": "".*I .*""}}}]}}}","Looking at reports of USPFIZER INCPV20230015567, USGSKUS2023039123, I work for the health dep and values matching pattern '.*I .*', could you show how many there are and what happened to those patients?","Looking at reports of USPFIZER INCPV20230015567, USGSKUS2023039123, I work for the health dep and values matching pattern '.*I .*', could you show how many there are and what happened to those patients?","Upon reviewing patient records referencing As a physician seeing cases of splttype in (USPFIZER INCPV20230015567, USGSKUS2023039123, I work for the health dep) and description of patient pattern .*I .*, how many patients match these criteria and what were their results?, can we find a specific trend or anomaly that warrants deeper investigation?","I’ve been looking at patient reports linked to these identifiers: USPFIZER INCPV20230015567, USGSKUS2023039123, and one labeled “I work for the health dep.” Many of the symptom descriptions include phrases starting with “I” Could you tell me how many cases match this and what happened to those patients? Are there any patterns or unusual findings that we should look into further?"
medium_r0242,medium,242,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""ALLERGIES"": [""ADVIL, avocado, aspirin, eggs, NSAIDS, shrimp, peas, mango."", ""Penicillin and Sulpha"", ""DARVON; erythromycin.""]}}, {""regexp"": {""VAX_LOT"": {""value"": "".*04.*""}}}]}}}","Seeing ADVIL, avocado, aspirin, eggs, NSAIDS, shrimp, peas, mango., Penicillin and Sulpha, DARVON; erythromycin. and values matching pattern '.*04.*' noted, could you pull up all such entries and show their outcomes?","Seeing ADVIL, avocado, aspirin, eggs, NSAIDS, shrimp, peas, mango., Penicillin and Sulpha, DARVON; erythromycin. and values matching pattern '.*04.*' noted, could you pull up all such entries and show their outcomes?","Given the context involving A family member showed allergies in (ADVIL, avocado, aspirin, eggs, NSAIDS, shrimp, peas, mango., Penicillin and Sulpha, DARVON; erythromycin.) and vaccine lot number pattern .*04.*. Could you look up comparable cases and their follow-up?, are there identifiable factors contributing to unexpected health outcomes in recent reports?","I’m looking into cases where patients had allergies to things like Advil, avocado, aspirin, eggs, NSAIDs, shrimp, peas, mango, penicillin, sulpha, Darvon, or erythromycin. Also, these cases involve vaccine lot numbers containing “04.” Could you find how many such cases there are and what their outcomes were? Are there any notable patterns or factors linked to these allergies and the vaccine lots?"
medium_r0243,medium,243,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_NAME"": [""RSV (NO BRAND NAME)"", ""ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME)"", ""HEP B (PREHEVBRIO)""]}}, {""regexp"": {""TODAYS_DATE"": {""value"": "".*09.*""}}}]}}}","Seeing RSV (NO BRAND NAME), ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME), HEP B (PREHEVBRIO) and values matching pattern '.*09.*' noted, could you pull up all such entries and show their outcomes?","Seeing RSV (NO BRAND NAME), ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME), HEP B (PREHEVBRIO) and values matching pattern '.*09.*' noted, could you pull up all such entries and show their outcomes?","In reviewing events tied to I tracking occurrences of vax name in (RSV (NO BRAND NAME), ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME), HEP B (PREHEVBRIO)) and todays date pattern .*09.*. Please map their distribution and counts by state., are there clear indications that suggest a broader systemic documentation challenge?","I’m analyzing vaccine reports for RSV, adenovirus types 4 & 7, and Hep B that were filed in September. Could you help me see how many cases came from each state and what the outcomes were? Also, are there any signs of data inconsistencies we should be aware of?"
medium_r0244,medium,244,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""ER_ED_VISIT"": [""Y""]}}, {""regexp"": {""STATE"": {""value"": "".*MD.*""}}}]}}}",I've come across entries with Y and values matching pattern '.*MD.*'. Can we see how frequently this occurs and any results?,My friend mentioned that they come across entries with Y and values matching pattern '.*MD.*'. Can we see how frequently this occurs and any results?,"In reviewing events tied to As a physician seeing cases of ER/ED record in (Y) and patient from pattern .*MD.*, how many patients match these criteria and what were their results?, are there clear indications that suggest a broader systemic documentation challenge?","Our team is analyzing emergency room visit reports from patients in Maryland after vaccination. How many records show emergency room or emergency department visits for this state, and what patterns do we see in terms of recovery status, hospitalization rates, or mortality? Identifying these trends is important for assessing vaccine safety and potential regional factors that might influence outcomes."
medium_r0245,medium,245,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""DISABLE"": [""Y""]}}, {""regexp"": {""ER_VISIT"": {""value"": "".*Y.*""}}}]}}}","Having seen Y and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","Having seen Y and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","Considering the records associated with My friend has disability status in (Y) and ER record pattern .*Y.*. Can you find similar records and share their confirmation of recovery or not?, might we detect patterns indicating previously unreported clinical phenomena?","For our quarterly audit, we need to identify all records where patients had a disability following vaccination and also visited the emergency room. Could you pull those cases and summarize how often patients recovered? This will help us evaluate the effectiveness of our emergency care referrals and identify any issues."
medium_r0246,medium,246,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_DOSE_SERIES"": [""6"", ""UNK"", ""1""]}}, {""regexp"": {""DIED"": {""value"": "".*Y.*""}}}]}}}","I noticed 6, UNK, 1 and values matching pattern '.*Y.*' in some reports; how common is this and what were the hospital stays or results?","Our clinic is treating cases where noticed 6, UNK, 1 and values matching pattern '.*Y.*' in some reports; how common is this and what were the hospital stays or results?","Looking at instances involving I help a patient who had vaccine dose series in (6, UNK, 1) and died after treatment pattern .*Y.*. Could you pull up similar cases and lengths of hospital stays?, what explanations might account for observed variations in clinical reporting?","I’m reviewing patients who received either the 1st, 6th, or an unknown dose in their vaccine series and unfortunately died afterward. How often does this happen, and what were the typical hospital stays for these cases? Are there any patterns or explanations that might explain differences in reporting or outcomes?"
medium_r0247,medium,247,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""RECVDATE"": [""04/28/2023"", ""09/05/2023"", ""04/05/2023""]}}, {""regexp"": {""VAX_ROUTE"": {""value"": "".*SC.*""}}}]}}}","I noticed 04/28/2023, 09/05/2023, 04/05/2023 and values matching pattern '.*SC.*' in some reports; how common is this and what were the hospital stays or results?","One of my colleagues encountered a patient who noticed 04/28/2023, 09/05/2023, 04/05/2023 and values matching pattern '.*SC.*' in some reports; how common is this and what were the hospital stays or results?","For data entries connected to I help a patient who had date received vaccine in (04/28/2023, 09/05/2023, 04/05/2023) and vax route pattern .*SC.*. Could you pull up similar cases and lengths of hospital stays?, could there be previously unnoticed demographic or clinical correlations?","I’m looking into reports where vaccines were received on April 5th, April 28th, or September 5th, 2023, and the vaccine was given subcutaneously. How often does this occur, and what were the hospital stays or outcomes for these patients? Are there any demographic or clinical patterns worth noting?"
medium_r0248,medium,248,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""V_FUNDBY"": [""PVT"", ""UNK"", ""PUB""]}}, {""regexp"": {""OFC_VISIT"": {""value"": "".*Y.*""}}}]}}}","There's an instance of PVT, UNK, PUB and values matching pattern '.*Y.*' Can you find all similar cases and summarize their results?","There's an instance of PVT, UNK, PUB and values matching pattern '.*Y.*' Can you find all similar cases and summarize their results?","When considering records mentioning A family member showed v fundby in (PVT, UNK, PUB) and office visit record pattern .*Y.*. Could you look up comparable cases and their follow-up?, have patterns emerged that might signal a procedural or documentation anomaly?","We have patients vaccinated under private, public, or unknown funding sources, and they had office visits afterward. Could you find all such cases and tell me what happened to those patients?"
medium_r0249,medium,249,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""ER_VISIT"": [""Y""]}}, {""regexp"": {""VAX_NAME"": {""value"": "".*ME.*""}}}]}}}","Having seen Y and values matching pattern '.*ME.*', I'm curious about similar records and their typical outcomes?","Having seen Y and values matching pattern '.*ME.*', I'm curious about similar records and their typical outcomes?","With cases related to I help a patient who had ER record in (Y) and vax name pattern .*ME.*. Could you pull up similar cases and lengths of hospital stays?, have there been identifiable differences across facilities or patient demographics?",I’m treating a patient who had an emergency room visit after receiving a vaccine with ‘ME’ in its name. Are there other cases like this? What were their hospital stays like? Do certain hospitals or patient groups show different results?
medium_r0250,medium,250,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""V_FUNDBY"": [""PUB"", ""OTH"", ""UNK""]}}, {""regexp"": {""ONSET_DATE"": {""value"": "".*09.*""}}}]}}}","When records show PUB, OTH, UNK and values matching pattern '.*09.*', what do others report as their follow-up outcomes?","When records show PUB, OTH, UNK and values matching pattern '.*09.*', what do others report as their follow-up outcomes?","Considering the records associated with I help a patient who had v fundby in (PUB, OTH, UNK) and onset date pattern .*09.*. Could you pull up similar cases and lengths of hospital stays?, might we detect patterns indicating previously unreported clinical phenomena?","A relative got their vaccine through public, other or unknown funding and started showing symptoms in September. Do you know how others in similar situations fared, like if they had to be hospitalized?"
medium_r0251,medium,251,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_TYPE"": [""PNC13"", ""HEP"", ""IPV""]}}, {""regexp"": {""VAX_TYPE"": {""value"": "".*YF.*""}}}]}}}","Seeing PNC13, HEP, IPV and values matching pattern '.*YF.*' noted, could you pull up all such entries and show their outcomes?","Seeing PNC13, HEP, IPV and values matching pattern '.*YF.*' noted, could you pull up all such entries and show their outcomes?","In analyzing cases linked to I'm reviewing medication cases exhibiting current vaccine type in (PNC13, HEP, IPV) and current vaccine type pattern .*YF.*. What outcomes are documented?, is there any indication of systemic inconsistencies or categorization errors?","We’re analyzing vaccine reports for types PNC13, HEP, and IPV, especially those also matching ‘YF’ in the vaccine type. What outcomes have been reported? Could there be any data inconsistencies or misclassifications we should be aware of?"
medium_r0252,medium,252,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""VAX_TYPE"": [""PNC15"", ""RSV"", ""HPV9""]}}, {""regexp"": {""ONSET_DATE"": {""value"": "".*12.*""}}}]}}}","Seeing PNC15, RSV, HPV9 and values matching pattern '.*12.*' noted, could you pull up all such entries and show their outcomes?","Seeing PNC15, RSV, HPV9 and values matching pattern '.*12.*' noted, could you pull up all such entries and show their outcomes?","Considering the records associated with A family member showed current vaccine type in (PNC15, RSV, HPV9) and onset date pattern .*12.*. Could you look up comparable cases and their follow-up?, might we detect patterns indicating previously unreported clinical phenomena?","My family member had a vaccine like PNC15, RSV, or HPV9, and they started showing symptoms in December. Can you help me understand what usually happens in cases like this? Do people generally recover well?"
medium_r0253,medium,253,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""TODAYS_DATE"": [""07/14/2021"", ""12/13/2021"", ""06/23/2023""]}}, {""regexp"": {""STATE"": {""value"": "".*MO.*""}}}]}}}","There's an instance of 07/14/2021, 12/13/2021, 06/23/2023 and values matching pattern '.*MO.*' Can you find all similar cases and summarize their results?","There's an instance of 07/14/2021, 12/13/2021, 06/23/2023 and values matching pattern '.*MO.*' Can you find all similar cases and summarize their results?","With cases related to I cared for a patient with todays date in (07/14/2021, 12/13/2021, 06/23/2023) and patient from pattern .*MO.*. How often does this occur and what follow-up was noted?, have there been identifiable differences across facilities or patient demographics?","We’re analyzing vaccine reports from Missouri with report dates on 07/14/2021, 12/13/2021, and 06/23/2023. Could you pull all similar records and summarize what happened to those patients? Are there differences based on where they were treated or their demographics?"
medium_r0254,medium,254,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""ALLERGIES"": [""FOSAMAX TRAMADOL ZOCOR"", ""Rondec"", ""Indomethacin""]}}, {""regexp"": {""OFC_VISIT"": {""value"": "".*Y.*""}}}]}}}","Seeing FOSAMAX TRAMADOL ZOCOR, Rondec, Indomethacin and values matching pattern '.*Y.*' noted, could you pull up all such entries and show their outcomes?","Seeing FOSAMAX TRAMADOL ZOCOR, Rondec, Indomethacin and values matching pattern '.*Y.*' noted, could you pull up all such entries and show their outcomes?","In the context of analyzing I cared for a patient with allergies in (FOSAMAX TRAMADOL ZOCOR, Rondec, Indomethacin) and office visit record pattern .*Y.*. How often does this occur and what follow-up was noted?, could this reflect an underlying systematic issue within certain subgroups or treatments?","A family member is allergic to FOSAMAX, Tramadol, Zocor, Rondec, and Indomethacin and recently had an office visit. How often do patients like this have visits, and what usually happens afterward?"
medium_r0255,medium,255,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""SEX"": [""F"", ""U"", ""M""]}}, {""regexp"": {""VAX_TYPE"": {""value"": "".*UN.*""}}}]}}}","In reviewing cases where F, U, M and values matching pattern '.*UN.*', could you list the matching records and what happened next?","In reviewing cases where F, U, M and values matching pattern '.*UN.*', could you list the matching records and what happened next?","Upon reviewing patient records referencing I cared for a patient with sex of patient in (F, U, M) and current vaccine type pattern .*UN.*. How often does this occur and what follow-up was noted?, can we find a specific trend or anomaly that warrants deeper investigation?",Can you help me find cases where patients of any sex got vaccines with ‘UN’ in the vaccine type? I want to see how many there are and what the outcomes were.
medium_r0256,medium,256,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""HOSPITAL"": [""Y""]}}, {""regexp"": {""PRIOR_VAX"": {""value"": "".*Pe.*""}}}]}}}",There's an instance of Y and values matching pattern '.*Pe.*' Can you find all similar cases and summarize their results?,There's an instance of Y and values matching pattern '.*Pe.*' Can you find all similar cases and summarize their results?,"When considering records mentioning I tracking occurrences of hospital record in (Y) and prior vaccinations pattern .*Pe.*. Please map their distribution and counts by state., have patterns emerged that might signal a procedural or documentation anomaly?",We want to see how often hospitalized patients had previous vaccines that mention ‘Pe’ in their records. Can you map these cases by state and see if there are any unusual patterns or reporting inconsistencies?”
medium_r0257,medium,257,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""CUR_ILL"": [""raspatory infection, for which i took an antibiotic and prednisone"", ""negative"", ""Head cold; sinus infection""]}}, {""regexp"": {""VAX_DOSE_SERIES"": {""value"": "".*UN.*""}}}]}}}","There's an instance of raspatory infection, for which i took an antibiotic and prednisone, negative, Head cold; sinus infection and values matching pattern '.*UN.*' Can you find all similar cases and summarize their results?","There's an instance of raspatory infection, for which i took an antibiotic and prednisone, negative, Head cold; sinus infection and values matching pattern '.*UN.*' Can you find all similar cases and summarize their results?","Looking at instances involving I help a patient who had current illness in (raspatory infection, for which i took an antibiotic and prednisone, negative, Head cold; sinus infection) and vaccine dose series pattern .*UN.*. Could you pull up similar cases and lengths of hospital stays?, what explanations might account for observed variations in clinical reporting?","I’m reviewing records where people had respiratory infections, some treated with antibiotics and prednisone, or just head colds and sinus infections, and their vaccine dose series is recorded as ‘UN’. Can you find comparable cases and hospital stay durations? Are there any patterns that explain differences in reporting?"
medium_r0258,medium,258,terms + regexp,"{""query"": {""bool"": {""filter"": [{""terms"": {""SEX"": [""M"", ""F"", ""U""]}}, {""regexp"": {""VAX_SITE"": {""value"": "".*NS.*""}}}]}}}","Having seen M, F, U and values matching pattern '.*NS.*', I'm curious about similar records and their typical outcomes?","Having seen M, F, U and values matching pattern '.*NS.*', I'm curious about similar records and their typical outcomes?","With cases related to I experienced sex of patient in (M, F, U) and vaccination site pattern .*NS.*. Are there others like me and what were their outcomes?, have there been identifiable differences across facilities or patient demographics?","I’m looking at patients of all sexes: male, female, and unknown who had their vaccine administered at sites matching ‘NS’. Can you tell me how common this is and what their outcomes were?"
medium_r0259,medium,259,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""PRIOR_VAX"": {""value"": ""Covid booster : Pfizer 08/27/21, Moderna 07/29/22, Moderna bivalent 11/24/22. Fever, muscle aches, chills , fatigue""}}}, {""term"": {""DISABLE"": {""value"": ""Y""}}}, {""prefix"": {""STATE"": {""value"": ""SD""}}}]}}}","When records show Covid booster : Pfizer 08/27/21, Moderna 07/29/22, Moderna bivalent 11/24/22. Fever, muscle aches, chills , fatigue and Y and values starting with 'SD', what do others report as their follow-up outcomes?","When records show Covid booster : Pfizer 08/27/21, Moderna 07/29/22, Moderna bivalent 11/24/22. Fever, muscle aches, chills , fatigue and Y and values starting with 'SD', what do others report as their follow-up outcomes?","Considering the records associated with I tracking occurrences of prior vaccinations = Covid booster : Pfizer 08/27/21, Moderna 07/29/22, Moderna bivalent 11/24/22. Fever, muscle aches, chills , fatigue and disability status = Y and patient from SD. Please map their distribution and counts by state., might we detect patterns indicating previously unreported clinical phenomena?","I’m reviewing cases from South Dakota where patients had prior COVID boosters Pfizer in August 2021, Moderna in July 2022, and Moderna bivalent in November 2022 with symptoms like fever, muscle aches, chills, and fatigue, and who ended up disabled. Can you tell me how many cases like this exist and what their recovery outcomes were?"
medium_r0260,medium,260,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""DISABLE"": {""value"": ""Y""}}}, {""term"": {""VAX_DATE"": {""value"": ""03/21/2023""}}}, {""prefix"": {""TODAYS_DATE"": {""value"": ""04/""}}}]}}}",I found records with Y and 03/21/2023 and values starting with '04/'. Please retrieve all matching cases and share their results?,Someone I know found records with Y and 03/21/2023 and values starting with '04/'. Please retrieve all matching cases and share their results?,"In reviewing events tied to A family member showed disability status = Y and vaccine date = 03/21/2023 and todays date 04/. Could you look up comparable cases and their follow-up?, are there clear indications that suggest a broader systemic documentation challenge?","For our April report review, could you extract all cases where disability was recorded, vaccine date was March 21, 2023, and the report was entered in April? I want to see their outcomes and check for any documentation issues."
medium_r0261,medium,261,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""V_FUNDBY"": {""value"": ""PUB""}}}, {""term"": {""DISABLE"": {""value"": ""Y""}}}, {""prefix"": {""OTHER_MEDS"": {""value"": ""Lis""}}}]}}}","In reviewing cases where PUB and Y and values starting with 'Lis', could you list the matching records and what happened next?","In reviewing cases where PUB and Y and values starting with 'Lis', could you list the matching records and what happened next?","Looking at instances involving A family member showed v fundby = PUB and disability status = Y and other medications Lis. Could you look up comparable cases and their follow-up?, what explanations might account for observed variations in clinical reporting?","We have several patients with disabilities after vaccination funded by public programs, and they’re on medications beginning with ‘Lis’. Can you pull up those cases and let me know how they progressed?"
medium_r0262,medium,262,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_LOT"": {""value"": ""58160-816-01""}}}, {""term"": {""PRIOR_VAX"": {""value"": ""2/25/2021 Pfizer EN6205""}}}, {""prefix"": {""VAX_TYPE"": {""value"": ""TTO""}}}]}}}","After experiencing 58160-816-01 and 2/25/2021 Pfizer EN6205 and values starting with 'TTO', I wonder how many others had similar cases and what their outcomes were?","After experiencing 58160-816-01 and 2/25/2021 Pfizer EN6205 and values starting with 'TTO', I wonder how many others had similar cases and what their outcomes were?","For data entries connected to I analyzing entries with vaccine lot number = 58160-816-01 and prior vaccinations = 2/25/2021 Pfizer EN6205 and current vaccine type TTO. Please retrieve those records for deeper insights., could there be previously unnoticed demographic or clinical correlations?","We’re monitoring reports for vaccine lot number 58160-816-01, especially those with prior Pfizer vaccinations dated 2/25/2021 (lot EN6205), and current vaccine types starting with ‘TTO’. Could you pull all such cases and share the patient outcomes? Are there any demographic or clinical patterns we should note?"
medium_r0263,medium,263,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""RECVDATE"": {""value"": ""03/05/2023""}}}, {""term"": {""ONSET_DATE"": {""value"": ""01/21/2023""}}}, {""prefix"": {""PRIOR_VAX"": {""value"": ""9/1""}}}]}}}","Looking at reports of 03/05/2023 and 01/21/2023 and values starting with '9/1', could you show how many there are and what happened to those patients?","Looking at reports of 03/05/2023 and 01/21/2023 and values starting with '9/1', could you show how many there are and what happened to those patients?","Looking at instances involving I experienced date received vaccine = 03/05/2023 and onset date = 01/21/2023 and prior vaccinations 9/1. Are there others like me and what were their outcomes?, what explanations might account for observed variations in clinical reporting?","Looking into datasets where the vaccine was received on 03/05/2023, symptoms started on 01/21/2023, and prior vaccinations begin with ‘9/1’, can you provide a summary of these cases and any notable outcomes or trends?"
medium_r0264,medium,264,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_ED_VISIT"": {""value"": ""Y""}}}, {""term"": {""VAX_NAME"": {""value"": ""INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT)""}}}, {""prefix"": {""DISABLE"": {""value"": ""Y""}}}]}}}","Having seen Y and INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT) and values starting with 'Y', I'm curious about similar records and their typical outcomes?","Having seen Y and INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT) and values starting with 'Y', I'm curious about similar records and their typical outcomes?","In the context of analyzing I analyzing entries with ER/ED record = Y and vax name = INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT) and disability status Y. Please retrieve those records for deeper insights., could this reflect an underlying systematic issue within certain subgroups or treatments?",I’m tracking cases involving ER visits for patients vaccinated with INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT) who also have disabilities. What can you tell me about the frequency of such cases and their clinical outcomes?”
medium_r0265,medium,265,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_NAME"": {""value"": ""COVID19 (COVID19 (PFIZER-BIONTECH))""}}}, {""term"": {""DIED"": {""value"": ""Y""}}}, {""prefix"": {""DISABLE"": {""value"": ""Y""}}}]}}}","When records show COVID19 (COVID19 (PFIZER-BIONTECH)) and Y and values starting with 'Y', what do others report as their follow-up outcomes?","When records show COVID19 (COVID19 (PFIZER-BIONTECH)) and Y and values starting with 'Y', what do others report as their follow-up outcomes?","Given the context involving I reporting on incidents of vax name = COVID19 (COVID19 (PFIZER-BIONTECH)) and died after treatment = Y and disability status Y. Can you provide examples and their key examination results?, are there identifiable factors contributing to unexpected health outcomes in recent reports?",Please provide all cases involving the COVID19 (PFIZER-BIONTECH) vaccine where the patient died and has disability. We want to review examination results to identify any patterns or red flags.
medium_r0266,medium,266,term + term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_DOSE_SERIES"": {""value"": ""7+""}}}, {""term"": {""OFC_VISIT"": {""value"": ""Y""}}}, {""prefix"": {""ALLERGIES"": {""value"": ""n k""}}}]}}}",I've come across entries with 7+ and Y and values starting with 'n k'. Can we see how frequently this occurs and any results?,My friend mentioned that they come across entries with 7+ and Y and values starting with 'n k'. Can we see how frequently this occurs and any results?,"Looking at instances involving I analyzing entries with vaccine dose series = 7+ and office visit record = Y and allergies n k. Please retrieve those records for deeper insights., what explanations might account for observed variations in clinical reporting?","Hi, I was reviewing your records and saw you’re listed as having had 7 or more vaccine doses and an office visit recently. It also notes allergies starting with ‘n k’. Can you tell me more about any reactions you’ve had or concerns during your visit?"
